OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-WA,USGS Washington Water Science Center,USGS-471933119262301,Rocky Ford Spring at Manhole - 21N/27E-16C02  WA,Spring,,17020015,,,,,47.32583330000000,-119.4397222000000,24000,5,seconds,Interpolated from Digital MAP.,NAD83,1081,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,025,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-471935119262501,21N/27E-09P02,Well,,17020015,,,,,47.32638330000000,-119.4401583000000,24000,5,seconds,Reported.,NAD83,1110,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,025,,,,,,12,ft,25,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-471936119263201,21N/27E-09P01,Well,,17020015,,,,,47.32666667000000,-119.4422222000000,24000,5,seconds,Interpolated from Digital MAP.,NAD83,1109,feet,15,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,025,,,,,19880815,350,ft,350,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-472025122024501,21N/06E-04B08   SWQA11,Well,,17110013,,,,,47.34238889000000,-122.0463889000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,532,feet,10,feet,Interpolated from topographic map.,NGVD29,US,53,033,Puget Sound aquifer system,,Unclassified Overburden,Unconfined single aquifer,19751207,85,ft,85,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-472046119231301,21N/27E-02J01,Well,,17020015,,,,,47.34611110000000,-119.3869444000000,24000,5,seconds,Reported.,NAD83,1184,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,025,,,,,,38,ft,38,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-472246119225901,22N/27E-26H01 PN103,Well,,17020015,,,,,47.37916940000000,-119.3843110000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1196,feet,15,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,025,Columbia Plateau basin-fill aquifers,,Glacio-Fluviatile,,20020622,98.0,ft,106.0,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-472318119290301,22N/27E-19N01   PAS10,Well,,17020014,,,,,47.38548056000000,-119.4898917000000,24000,5,seconds,Interpolated from Digital MAP.,NAD83,1122,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,025,Columbia Plateau basaltic-rock aquifers,,Columbia River Basalt Group,,19400101,466,ft,466,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-472518119221001,"MAIN CANAL AT EAST LOW CANAL NR STRATFORD, WA",Stream: Canal,,17020015,,,,,47.42166667000000,-119.3694444000000,,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1318,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,025,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-472556119160401,"BROOK LAKE NEAR OUTLET NEAR STRATFORD, WA","Lake, Reservoir, Impoundment",,17020013,,,,,47.43235556000000,-119.2679889000000,24000,3,seconds,Interpolated from Digital MAP.,NAD83,1244,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,025,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-472753122324401,23N/02E-22N02,Well,,17110019,,,,,47.46475000000000,-122.5455278000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,304,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,035,Puget Sound aquifer system,,,,19960312,300,ft,300,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-472756117373001,23N/41E-22N01   PAS15,Well,,17060108,,,,,47.46544380000000,-117.6260417000000,,10,seconds,Interpolated from MAP.,NAD83,2364,feet,100,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,063,Columbia Plateau basaltic-rock aquifers,,Columbia River Basalt Group,,19940616,710,ft,710,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-472854118152701,23N/36E-15K02   PAS25,Well,,17020013,,,,,47.48111110000000,-118.2580556000000,24000,5,seconds,Interpolated from Digital MAP.,NAD83,2141,feet,50,feet,Interpolated from topographic map.,NGVD29,US,53,043,Columbia Plateau basaltic-rock aquifers,,Columbia River Basalt Group,,19531216,300,ft,300,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-472900122115001,23N/05E-17F01,Well,,17110012,,,,,47.48148880000000,-122.2003990000000,24000,1,seconds,Interpolated from MAP.,NAD83,40,feet,10,feet,Interpolated from topographic map.,NGVD29,US,53,033,Puget Sound aquifer system,,,,19420901,82,ft,82,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-472901122114901,23N/05E-17F04   SWQA13,Well,,17110012,,,,,47.48204440000000,-122.1976213000000,24000,3,seconds,Interpolated from MAP.,NAD83,47,feet,1,feet,Reported method of determination.,NGVD29,US,53,033,Puget Sound aquifer system,,Unclassified Overburden,Unconfined single aquifer,19680108,92,ft,102,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-473049122333501,23N/02E-04F02,Well,,17110019,,,,,47.51366667000000,-122.5596389000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,67,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,035,Puget Sound aquifer system,,,,19940413,85,ft,87,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-473827120044802,25N/22E-28B01D1   PAS09,Well,,17020012,,,,,47.65432778000000,-120.0879417000000,24000,5,seconds,Interpolated from Digital MAP.,NAD83,2760,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,017,Columbia Plateau basaltic-rock aquifers,,Grande Ronde Basalt Formation,,19730301,605,ft,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474120121553301,26N/07E-33N01   SU-025,Well,,17110010,,,,,47.68889720000000,-121.9271306000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,320,feet,20,feet,Interpolated from topographic map.,NGVD29,US,53,033,Puget Sound aquifer system,,Glacio-Fluviatile,,19890619,75,ft,75,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474131117432501,25N/40E-02L01 PAS16,Well,,17010307,,,,,47.69205556000000,-117.7235000000000,24000,3,seconds,Interpolated from Digital MAP.,NAD83,2444,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,063,Columbia Plateau basaltic-rock aquifers,,,,20100521,260,ft,260,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474243118563401,26N/31E-32B01   MW-SU-066,Well,,17020013,,,,,47.71181560000000,-118.9439016000000,24000,5,seconds,Interpolated from MAP.,NAD83,1922,feet,1,feet,Level or other surveyed method.,NGVD29,US,53,043,Columbia Plateau basaltic-rock aquifers,,Columbia River Basalt Group,Unconfined single aquifer,19080101,149,ft,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474458118311401,26N/34E-15F01   PAS26,Well,,17020013,,,,,47.74932088000000,-118.5216622000000,24000,5,seconds,Interpolated from MAP.,NAD83,2480,feet,50,feet,Interpolated from topographic map.,NGVD29,US,53,043,Columbia Plateau basaltic-rock aquifers,,Columbia River Basalt Group,,19420901,455,ft,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474514122375801,26N/01E-02K02,Well,,17110019,,,,,47.77075000000000,-122.6341110000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,219,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,035,Puget Sound aquifer system,,,,19880517,277,ft,277,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474729122224801,27N/03E-35A01   SU-015,Well,,17110019,,,,,47.79162220000000,-122.3791306000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,240,feet,10,feet,Interpolated from topographic map.,NGVD29,US,53,061,Puget Sound aquifer system,,Glacio-Fluviatile,,19791021,42,ft,42,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474736117340700,LK SPOKANE NR NINE MILE FALLS,"Lake, Reservoir, Impoundment",,17010307,,,,,47.79343056000000,-117.5686194000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1538,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,063,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474736117340701,TEMP PIEZO NR NINE MILE FALLS,Well,,17010307,,,,,47.79343056000000,-117.5686194000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1538,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,063,,,,,20190806,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474740117322501,27N/42E-31H03,Well,,17010307,,,,,47.79441667000000,-117.5410833000000,24000,.5,seconds,Differentially corrected Global Positioning System.,NAD83,1550,feet,10,feet,Interpolated from topographic map.,NGVD29,US,53,063,,,Quaternary Alluvium,Unconfined single aquifer,19890403,194,ft,201,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474740117362801,27N/42E-31H04,Well,,17010307,,,,,47.79433330000000,-117.5410000000000,24000,.5,seconds,Differentially corrected Global Positioning System.,NAD83,1550,feet,10,feet,Interpolated from topographic map.,NGVD29,US,53,063,,,Quaternary Alluvium,Unconfined single aquifer,19951115,198,ft,200,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474746117313001,27N/42E-32G01,Well,,17010308,,,,,47.79600099000000,-117.5260570000000,24000,10,seconds,Interpolated from MAP.,NAD83,1849,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,063,,,Basement,,19860429,424,ft,424,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474747117344701,NORTH SHORE TEMP PIEZO TRD04,Well,,17010307,,,,,47.79638889000000,-117.5797222000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1568,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,065,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474750117342501,NORTH SHORE TEMP PIEZO TRD03,Well,,17010307,,,,,47.79722220000000,-117.5736110000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1577,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,065,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474755117351801,TEMP PIEZO NR LAKE RIDGE PARK,Well,,17010307,,,,,47.79858889000000,-117.5884306000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1545,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,065,,,,,20161108,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474800117341401,NORTH SHORE TEMP PIEZO TRD02,Well,,17010307,,,,,47.80000000000000,-117.5704444000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1551,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,065,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474802117350701,27N/41E-35A01,Well,,17010307,,,,,47.80044508000000,-117.5874474000000,24000,1,seconds,Differentially corrected Global Positioning System.,NAD83,1636,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,065,,,,,19710116,181,ft,181,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474806117335501,NORTH SHORE TEMP PIEZO TRD01,Well,,17010307,,,,,47.80458330000000,-117.5653610000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1818,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,065,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474806117353901,TEMP PIEZO MIDDLE SUNCREST,Well,,17010307,,,,,47.80166667000000,-117.5941667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1538,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,065,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474811117353601,27N/41E-26Q02,Well,,17010307,,,,,47.80300000000000,-117.5933500000000,24000,5,seconds,Reported.,NAD83,,,,,,,US,53,065,,,,,19790808,136,ft,136,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474821117354401,27N/41E-26L01,Well,,17010307,,,,,47.80572289000000,-117.5955033000000,24000,1,seconds,Differentially corrected Global Positioning System.,NAD83,1615,feet,20,feet,Interpolated from topographic map.,NGVD29,US,53,065,,,,,19620822,185,ft,198,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474823117353201,27N/41E-26K01,Well,,17010307,,,,,47.80627846000000,-117.5932810000000,24000,1,seconds,Differentially corrected Global Positioning System.,NAD83,1731,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,065,,,,,19950206,320,ft,320,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474828117372001,27N/41E-27M01,Well,,17010307,,,,,47.80766717000000,-117.6232818000000,24000,10,seconds,Interpolated from MAP.,NAD83,1720,feet,20,feet,Interpolated from topographic map.,NGVD29,US,53,063,,,,,19781106,169,ft,169,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474836117365801,27N/41E-27F01,Well,,17010307,,,,,47.80988946000000,-117.6171706000000,24000,10,seconds,Interpolated from MAP.,NAD83,1595,feet,20,feet,Interpolated from topographic map.,NGVD29,US,53,063,,,,,19690101,125,ft,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474852117363001,TEMP PIEZO NR SUNCREST PARK,Well,,17010307,,,,,47.81468889000000,-117.6084694000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1539,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,065,,,,,20161107,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474855117362001,27N/41E-27A01,Well,,17010307,,,,,47.81516739000000,-117.6066149000000,24000,5,seconds,Interpolated from MAP.,NAD83,1595,feet,20,feet,Interpolated from topographic map.,NGVD29,US,53,065,,,,,19941107,318,ft,318,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474906117362201,27N/41E-22R01,Well,,17010307,,,,,47.81711185000000,-117.6085595000000,24000,5,seconds,Interpolated from MAP.,NAD83,1621,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,063,,,Unclassified Overburden,,19780125,254,ft,254,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474933117365901,NORTH SHORE TEMP PIEZO NS005,Well,,17010307,,,,,47.82583330000000,-117.6163889000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1538,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,065,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474944117374401,TEMP PIEZO NR NW SHORE RD,Well,,17010307,,,,,47.82883056000000,-117.6287694000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1538,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,063,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474947117371501,NORTH SHORE TEMP PIEZO NS004,Well,,17010307,,,,,47.82972220000000,-117.6208333000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1550,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,065,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-474959117373402,NORTH SHORE TEMP PIEZO NS003,Well,,17010307,,,,,47.83305556000000,-117.6261110000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1540,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,065,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-475004117453000,LK SPOKANE NR LK SPOKANE CAMPGROUND,"Lake, Reservoir, Impoundment",,17010307,,,,,47.83433056000000,-117.7581889000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1538,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,065,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-475004117453001,TEMP PIEZO NR LK SPOKANE CAMPGROUND,Well,,17010307,,,,,47.83433056000000,-117.7581889000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1538,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,065,,,,,20161027,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-475010117380302,NORTH SHORE TEMP PIEZO NS002,Well,,17010307,,,,,47.83611110000000,-117.6341667000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1542,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,065,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-475018117383201,27N/41E-16M01,Well,,17010307,,,,,47.83828889000000,-117.6423528000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1584,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,065,,,,,20050615,143,ft,155,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-475051117385601,27N/41E-08R02,Well,,17010307,,,,,47.84738977000000,-117.6499503000000,,10,seconds,Interpolated from MAP.,NAD83,1564,feet,100,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,065,,,Unclassified Overburden,,19930723,94,ft,94,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-475118117403501,27N/41E-07G01,Well,,17010307,,,,,47.85488966000000,-117.6774512000000,24000,10,seconds,Interpolated from MAP.,NAD83,1760,feet,20,feet,Interpolated from topographic map.,NGVD29,US,53,063,,,Quaternary Alluvium,,19780815,143,ft,143,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-475128117394301,27N/41E-08C01,Well,,17010307,,,,,47.85781110000000,-117.6619639000000,24000,5,seconds,Reported.,NAD83,,,,,,,US,53,065,,,,,19690701,197,ft,200,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-475215117394901,NORTH SHORE TEMP PIEZO NS001,Well,,17010307,,,,,47.87088889000000,-117.6636389000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1540,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,065,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-475252117393201,TEMP PIEZO NR WILLOW BAY,Well,,17010307,,,,,47.88101940000000,-117.6591194000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1538,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,065,,,,,20161109,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-475257117400501,SOUTH SHORE TEMP PIEZO  MCA004,Well,,17010307,,,,,47.88238056000000,-117.6681306000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1542,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,063,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-475259117410101,SOUTH SHORE TEMP PIEZO  MCA001,Well,,17010307,,,,,47.88306110000000,-117.6835889000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1539,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,063,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-475301117405201,SOUTH SHORE TEMP PIEZO  MCA002,Well,,17010307,,,,,47.88366667000000,-117.6810556000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1539,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,063,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-475311117401901,SOUTH SHORE TEMP PIEZO  MCA003,Well,,17010307,,,,,47.88651110000000,-117.6719694000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1539,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,063,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-475313121543701,28N/07E-28G04   SU-026,Well,,17110009,,,,,47.88648056000000,-121.9114110000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,230,feet,10,feet,Interpolated from topographic map.,NGVD29,US,53,061,Puget Sound aquifer system,,Glacio-Fluviatile,,19740113,70,ft,70,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-475338117395301,TEMP PIEZO EAST TUM TUM,Well,,17010307,,,,,47.89386389000000,-117.6647972000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1541,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,065,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-480638122125101,30N/05E-06Q03   SU-018,Well,,17110011,,,,,48.10871389000000,-122.2146139000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,220,feet,10,feet,Interpolated from topographic map.,NGVD29,US,53,061,Puget Sound aquifer system,,Glacio-Fluviatile,Unconfined single aquifer,19911028,71,ft,71,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-480655121511101,30N/07E-01L01   SU28,Well,,17110008,,,,,48.11641940000000,-121.8551083000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1040,feet,20,feet,Interpolated from topographic map.,NGVD29,US,53,061,Puget Sound aquifer system,,Glacio-Fluviatile,,19860918,186,ft,186,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-484028121160101,37N/12E-20G01 P5,Well,,17110005,,,,,48.67444440000000,-121.2669444000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,491,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,073,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-484030121155201,37N/12E-20H02  P10,Well,,17110005,,,,,48.67500000000000,-121.2644444000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,489,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,073,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-484030121160201,37N/12E-20G02  P4,Well,,17110005,,,,,48.67500000000000,-121.2672222000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,491,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,073,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-484030121160801,37N/12E-20G03  P3,Well,,17110005,,,,,48.67500000000000,-121.2688889000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,495,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,073,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-484032121155601,37N/12E-20H01  GC-1530,Well,,17110005,,,,,48.67555556000000,-121.2655556000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,495,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,073,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-484037121160201,37N/12E-20B01  P1,Well,,17110005,,,,,48.67694440000000,-121.2672222000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,504,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,073,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-485303122190901,39N/04E-08G01 AG03,Well,,17110001,,,,,48.88380830000000,-122.3204417000000,,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,115,feet,5,feet,Interpolated from topographic map.,NGVD29,US,53,073,Puget Sound aquifer system,,Glacio-Fluviatile,Unconfined single aquifer,19971009,29,ft,29,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-485412122304001,39N/02E-02A01   SU16,Well,,17110004,,,,,48.90288889000000,-122.5123778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,60,feet,20,feet,Interpolated from topographic map.,NGVD29,US,53,073,Puget Sound aquifer system,,Sumas Drift of Fraser Glaciation,,19880910,40,ft,77,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-485608122320501,40N/02E-22Q02   WC-15,Well,,17110004,,,,,48.93539130000000,-122.5360003000000,24000,5,seconds,Interpolated from MAP.,NAD83,70,feet,5,feet,Interpolated from topographic map.,NGVD29,US,53,073,Puget Sound aquifer system,,Sumas Drift of Fraser Glaciation,,19821208,30,ft,32,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-485703122394301,40N/01E-15R01   SU-007A,Well,,17110002,,,,,48.95082220000000,-122.6664778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,65,feet,5,feet,Interpolated from topographic map.,NGVD29,US,53,073,Puget Sound aquifer system,,Glacio-Fluviatile,,19950516,22.5,ft,25,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-485708122311301,40N/02E-14P03 AG-16,Well,,17110004,,,,,48.95215000000000,-122.5203056000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,92,feet,5,feet,Interpolated from topographic map.,NGVD29,US,53,073,Puget Sound aquifer system,,Glacio-Fluviatile,Unconfined single aquifer,19930617,42,ft,46,ft,NWIS
