result_id,site_id,site_name,lat,lon,huc8,state_fips,county_fips5,provider,sample_date,chemical,water_type,location_type,activity_media,activity_media_sub,is_nondetect,value_for_stats,value_std,std_unit,rl_raw,detect_condition
NWIS-108965591,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2017-10-11,nitrate,surface_water,NULL,Water,Surface Water,1,5.0000000000000001E-3,NULL,mg/L as N,0.01,Not Detected
NWIS-108965593,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2017-10-11,ortho,surface_water,NULL,Water,Surface Water,1,6.0000000000000001E-3,NULL,mg/L as P,0.012,Not Detected
NWIS-108965594,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2017-10-11,ortho,surface_water,NULL,Water,Surface Water,1,0.002,NULL,mg/L as P,4.0000000000000001E-3,Not Detected
NWIS-108965616,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2017-10-11,nitrate,surface_water,NULL,Water,Surface Water,1,2.1999999999999999E-2,NULL,mg/L as N,4.3999999999999997E-2,Not Detected
NWIS-109052654,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2017-10-26,nitrate,surface_water,NULL,Water,Surface Water,0,4.3999999999999997E-2,4.3999999999999997E-2,mg/L as N,NULL,NULL
NWIS-109052656,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2017-10-26,ortho,surface_water,NULL,Water,Surface Water,1,6.0000000000000001E-3,NULL,mg/L as P,0.012,Not Detected
NWIS-109052657,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2017-10-26,ortho,surface_water,NULL,Water,Surface Water,1,0.002,NULL,mg/L as P,4.0000000000000001E-3,Not Detected
NWIS-109136528,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2017-11-08,nitrate,surface_water,NULL,Water,Surface Water,0,1.4999999999999999E-2,1.4999999999999999E-2,mg/L as N,NULL,NULL
NWIS-109136530,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2017-11-08,ortho,surface_water,NULL,Water,Surface Water,1,6.0000000000000001E-3,NULL,mg/L as P,0.012,Not Detected
NWIS-109136531,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2017-11-08,ortho,surface_water,NULL,Water,Surface Water,1,0.002,NULL,mg/L as P,4.0000000000000001E-3,Not Detected
NWIS-109313183,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2017-12-12,nitrate,surface_water,NULL,Water,Surface Water,0,2.1999999999999999E-2,2.1999999999999999E-2,mg/L as N,NULL,NULL
NWIS-109313186,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2017-12-12,ortho,surface_water,NULL,Water,Surface Water,0,5.0000000000000001E-3,5.0000000000000001E-3,mg/L as P,4.0000000000000001E-3,NULL
NWIS-109226501,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2017-11-29,nitrate,surface_water,NULL,Water,Surface Water,0,0.023,0.023,mg/L as N,NULL,NULL
NWIS-109226504,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2017-11-29,ortho,surface_water,NULL,Water,Surface Water,0,4.0000000000000001E-3,4.0000000000000001E-3,mg/L as P,4.0000000000000001E-3,NULL
NWIS-109362588,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2017-12-27,nitrate,surface_water,NULL,Water,Surface Water,0,8.1000000000000003E-2,8.1000000000000003E-2,mg/L as N,NULL,NULL
NWIS-109362590,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2017-12-27,ortho,surface_water,NULL,Water,Surface Water,1,6.0000000000000001E-3,NULL,mg/L as P,0.012,Not Detected
NWIS-109362591,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2017-12-27,ortho,surface_water,NULL,Water,Surface Water,1,0.002,NULL,mg/L as P,4.0000000000000001E-3,Not Detected
NWIS-109400334,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-01-09,nitrate,surface_water,NULL,Water,Surface Water,0,3.6999999999999998E-2,3.6999999999999998E-2,mg/L as N,NULL,NULL
NWIS-109400336,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-01-09,ortho,surface_water,NULL,Water,Surface Water,1,6.0000000000000001E-3,NULL,mg/L as P,0.012,Not Detected
NWIS-109400337,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-01-09,ortho,surface_water,NULL,Water,Surface Water,1,0.002,NULL,mg/L as P,4.0000000000000001E-3,Not Detected
NWIS-109516999,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-01-30,nitrate,surface_water,NULL,Water,Surface Water,0,2.1999999999999999E-2,2.1999999999999999E-2,mg/L as N,NULL,NULL
NWIS-109517001,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-01-30,ortho,surface_water,NULL,Water,Surface Water,1,6.0000000000000001E-3,NULL,mg/L as P,0.012,Not Detected
NWIS-109517002,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-01-30,ortho,surface_water,NULL,Water,Surface Water,1,0.002,NULL,mg/L as P,4.0000000000000001E-3,Not Detected
NWIS-109626456,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-02-20,nitrate,surface_water,NULL,Water,Surface Water,1,5.0000000000000001E-3,NULL,mg/L as N,0.01,Not Detected
NWIS-109626459,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-02-20,ortho,surface_water,NULL,Water,Surface Water,0,4.0000000000000001E-3,4.0000000000000001E-3,mg/L as P,4.0000000000000001E-3,NULL
NWIS-109626481,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-02-20,nitrate,surface_water,NULL,Water,Surface Water,1,2.1999999999999999E-2,NULL,mg/L as N,4.3999999999999997E-2,Not Detected
NWIS-110460131,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-03-15,nitrate,surface_water,NULL,Water,Surface Water,0,0.012,0.012,mg/L as N,NULL,NULL
NWIS-110460133,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-03-15,ortho,surface_water,NULL,Water,Surface Water,1,6.0000000000000001E-3,NULL,mg/L as P,0.012,Not Detected
NWIS-110460134,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-03-15,ortho,surface_water,NULL,Water,Surface Water,1,0.002,NULL,mg/L as P,4.0000000000000001E-3,Not Detected
NWIS-110714652,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-04-25,nitrate,surface_water,NULL,Water,Surface Water,1,5.0000000000000001E-3,NULL,mg/L as N,0.01,Not Detected
NWIS-110714655,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-04-25,ortho,surface_water,NULL,Water,Surface Water,0,5.0000000000000001E-3,5.0000000000000001E-3,mg/L as P,4.0000000000000001E-3,NULL
NWIS-110714676,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-04-25,nitrate,surface_water,NULL,Water,Surface Water,1,2.1999999999999999E-2,NULL,mg/L as N,4.3999999999999997E-2,Not Detected
NWIS-110877467,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-05-21,nitrate,surface_water,NULL,Water,Surface Water,1,5.0000000000000001E-3,NULL,mg/L as N,0.01,Not Detected
NWIS-110877469,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-05-21,ortho,surface_water,NULL,Water,Surface Water,1,6.0000000000000001E-3,NULL,mg/L as P,0.012,Not Detected
NWIS-110877470,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-05-21,ortho,surface_water,NULL,Water,Surface Water,1,0.002,NULL,mg/L as P,4.0000000000000001E-3,Not Detected
NWIS-110877492,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-05-21,nitrate,surface_water,NULL,Water,Surface Water,1,2.1999999999999999E-2,NULL,mg/L as N,4.3999999999999997E-2,Not Detected
NWIS-111183997,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-06-25,nitrate,surface_water,NULL,Water,Surface Water,1,5.0000000000000001E-3,NULL,mg/L as N,0.01,Not Detected
NWIS-111183999,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-06-25,ortho,surface_water,NULL,Water,Surface Water,1,6.0000000000000001E-3,NULL,mg/L as P,0.012,Not Detected
NWIS-111184000,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-06-25,ortho,surface_water,NULL,Water,Surface Water,1,0.002,NULL,mg/L as P,4.0000000000000001E-3,Not Detected
NWIS-111184020,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-06-25,nitrate,surface_water,NULL,Water,Surface Water,1,2.1999999999999999E-2,NULL,mg/L as N,4.3999999999999997E-2,Not Detected
NWIS-111415381,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-07-31,nitrate,surface_water,NULL,Water,Surface Water,0,1.2999999999999999E-2,1.2999999999999999E-2,mg/L as N,NULL,NULL
NWIS-111415383,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-07-31,ortho,surface_water,NULL,Water,Surface Water,1,6.0000000000000001E-3,NULL,mg/L as P,0.012,Not Detected
NWIS-111415384,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-07-31,ortho,surface_water,NULL,Water,Surface Water,1,0.002,NULL,mg/L as P,4.0000000000000001E-3,Not Detected
NWIS-111679892,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-08-27,nitrate,surface_water,NULL,Water,Surface Water,1,5.0000000000000001E-3,NULL,mg/L as N,0.01,Not Detected
NWIS-111679895,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-08-27,ortho,surface_water,NULL,Water,Surface Water,0,4.0000000000000001E-3,4.0000000000000001E-3,mg/L as P,4.0000000000000001E-3,NULL
NWIS-111679917,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-08-27,nitrate,surface_water,NULL,Water,Surface Water,1,2.1999999999999999E-2,NULL,mg/L as N,4.3999999999999997E-2,Not Detected
NWIS-111899419,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-09-19,nitrate,surface_water,NULL,Water,Surface Water,0,4.2000000000000003E-2,4.2000000000000003E-2,mg/L as N,NULL,NULL
NWIS-111899421,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-09-19,ortho,surface_water,NULL,Water,Surface Water,1,6.0000000000000001E-3,NULL,mg/L as P,0.012,Not Detected
NWIS-111899422,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-09-19,ortho,surface_water,NULL,Water,Surface Water,1,0.002,NULL,mg/L as P,4.0000000000000001E-3,Not Detected
NWIS-112144395,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-10-22,nitrate,surface_water,NULL,Water,Surface Water,0,2.1999999999999999E-2,2.1999999999999999E-2,mg/L as N,NULL,NULL
NWIS-112144397,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-10-22,ortho,surface_water,NULL,Water,Surface Water,1,6.0000000000000001E-3,NULL,mg/L as P,0.012,Not Detected
NWIS-112144398,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-10-22,ortho,surface_water,NULL,Water,Surface Water,1,0.002,NULL,mg/L as P,4.0000000000000001E-3,Not Detected
NWIS-112200471,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-10-29,nitrate,surface_water,NULL,Water,Surface Water,0,0.062,0.062,mg/L as N,NULL,NULL
NWIS-112200473,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-10-29,ortho,surface_water,NULL,Water,Surface Water,1,6.0000000000000001E-3,NULL,mg/L as P,0.012,Not Detected
NWIS-112200474,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-10-29,ortho,surface_water,NULL,Water,Surface Water,1,0.002,NULL,mg/L as P,4.0000000000000001E-3,Not Detected
NWIS-112227069,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-11-06,nitrate,surface_water,NULL,Water,Surface Water,0,0.047,0.047,mg/L as N,NULL,NULL
NWIS-112227071,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-11-06,ortho,surface_water,NULL,Water,Surface Water,1,6.0000000000000001E-3,NULL,mg/L as P,0.012,Not Detected
NWIS-112227072,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-11-06,ortho,surface_water,NULL,Water,Surface Water,1,0.002,NULL,mg/L as P,4.0000000000000001E-3,Not Detected
NWIS-112291957,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-11-15,nitrate,surface_water,NULL,Water,Surface Water,0,2.1999999999999999E-2,2.1999999999999999E-2,mg/L as N,NULL,NULL
NWIS-112291959,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-11-15,ortho,surface_water,NULL,Water,Surface Water,1,6.0000000000000001E-3,NULL,mg/L as P,0.012,Not Detected
NWIS-112291960,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-11-15,ortho,surface_water,NULL,Water,Surface Water,1,0.002,NULL,mg/L as P,4.0000000000000001E-3,Not Detected
NWIS-115632679,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-12-11,nitrate,surface_water,NULL,Water,Surface Water,0,2.1000000000000001E-2,2.1000000000000001E-2,mg/L as N,NULL,NULL
NWIS-115632681,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-12-11,ortho,surface_water,NULL,Water,Surface Water,1,6.0000000000000001E-3,NULL,mg/L as P,0.012,Not Detected
NWIS-115632682,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-12-11,ortho,surface_water,NULL,Water,Surface Water,1,0.002,NULL,mg/L as P,4.0000000000000001E-3,Not Detected
NWIS-115704911,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-12-17,nitrate,surface_water,NULL,Water,Surface Water,0,3.4000000000000002E-2,3.4000000000000002E-2,mg/L as N,NULL,NULL
NWIS-115704914,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2018-12-17,ortho,surface_water,NULL,Water,Surface Water,0,4.0000000000000001E-3,4.0000000000000001E-3,mg/L as P,4.0000000000000001E-3,NULL
NWIS-115736552,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2019-01-29,nitrate,surface_water,NULL,Water,Surface Water,0,0.027,0.027,mg/L as N,NULL,NULL
NWIS-115736554,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2019-01-29,ortho,surface_water,NULL,Water,Surface Water,1,6.0000000000000001E-3,NULL,mg/L as P,0.012,Not Detected
NWIS-115736555,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2019-01-29,ortho,surface_water,NULL,Water,Surface Water,1,0.002,NULL,mg/L as P,4.0000000000000001E-3,Not Detected
NWIS-116001357,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2019-03-13,nitrate,surface_water,NULL,Water,Surface Water,0,0.01,0.01,mg/L as N,NULL,NULL
NWIS-116001360,USGS-12056500,"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.514256660000001,-123.3298868,17110017,53,53045,NWIS,2019-03-13,ortho,surface_water,NULL,Water,Surface Water,0,7.0000000000000001E-3,7.0000000000000001E-3,mg/L as P,4.0000000000000001E-3,NULL
NWIS-125048685,USGS-12131300,"BOLT CREEK AT BECKLER RIVER RD NEAR SKYKOMISH, WA",47.726750000000003,-121.3383694,17110009,53,53033,NWIS,2023-01-12,ortho,surface_water,NULL,Water,Surface Water,0,6.0000000000000001E-3,6.0000000000000001E-3,mg/L as P,4.0000000000000001E-3,NULL
NWIS-125048737,USGS-12131500,"SOUTH FORK SKYKOMISH RIVER AT SKYKOMISH, WA",47.71104167,-121.36073330000001,17110009,53,53033,NWIS,2023-01-13,ortho,surface_water,NULL,Water,Surface Water,1,6.0000000000000001E-3,NULL,mg/L as P,0.012,Not Detected
NWIS-125048739,USGS-12131500,"SOUTH FORK SKYKOMISH RIVER AT SKYKOMISH, WA",47.71104167,-121.36073330000001,17110009,53,53033,NWIS,2023-01-13,ortho,surface_water,NULL,Water,Surface Water,1,0.002,NULL,mg/L as P,4.0000000000000001E-3,Not Detected
NWIS-122538018,USGS-12211390,"KAMM CREEK AT KAMM ROAD NEAR LYNDEN, WA",48.956505870000001,-122.4023826,17110004,53,53073,NWIS,2021-10-12,nitrate,surface_water,NULL,Water,Surface Water,0,8.2899999999999991,8.2899999999999991,mg/L as N,NULL,NULL
NWIS-123008829,USGS-12211390,"KAMM CREEK AT KAMM ROAD NEAR LYNDEN, WA",48.956505870000001,-122.4023826,17110004,53,53073,NWIS,2022-01-24,nitrate,surface_water,NULL,Water,Surface Water,0,7.1799999999999997,7.1799999999999997,mg/L as N,NULL,NULL
NWIS-122372616,USGS-12211390,"KAMM CREEK AT KAMM ROAD NEAR LYNDEN, WA",48.956505870000001,-122.4023826,17110004,53,53073,NWIS,2021-08-25,nitrate,surface_water,NULL,Water,Surface Water,0,8.1500000000000004,8.1500000000000004,mg/L as N,NULL,NULL
NWIS-121627504,USGS-12211390,"KAMM CREEK AT KAMM ROAD NEAR LYNDEN, WA",48.956505870000001,-122.4023826,17110004,53,53073,NWIS,2021-08-12,nitrate,surface_water,NULL,Water,Surface Water,0,8.0999999999999996,8.0999999999999996,mg/L as N,NULL,NULL
NWIS-121557281,USGS-12211390,"KAMM CREEK AT KAMM ROAD NEAR LYNDEN, WA",48.956505870000001,-122.4023826,17110004,53,53073,NWIS,2021-07-26,nitrate,surface_water,NULL,Water,Surface Water,0,8.7699999999999996,8.7699999999999996,mg/L as N,NULL,NULL
NWIS-121266152,USGS-12211390,"KAMM CREEK AT KAMM ROAD NEAR LYNDEN, WA",48.956505870000001,-122.4023826,17110004,53,53073,NWIS,2021-06-07,nitrate,surface_water,NULL,Water,Surface Water,0,8.8699999999999992,8.8699999999999992,mg/L as N,NULL,NULL
NWIS-121351491,USGS-12211390,"KAMM CREEK AT KAMM ROAD NEAR LYNDEN, WA",48.956505870000001,-122.4023826,17110004,53,53073,NWIS,2021-06-17,nitrate,surface_water,NULL,Water,Surface Water,0,9.1300000000000008,9.1300000000000008,mg/L as N,NULL,NULL
NWIS-121255895,USGS-12211390,"KAMM CREEK AT KAMM ROAD NEAR LYNDEN, WA",48.956505870000001,-122.4023826,17110004,53,53073,NWIS,2021-02-01,nitrate,surface_water,NULL,Water,Surface Water,0,2.7400000000000002,2.7400000000000002,mg/L as N,NULL,NULL
NWIS-121255925,USGS-12211390,"KAMM CREEK AT KAMM ROAD NEAR LYNDEN, WA",48.956505870000001,-122.4023826,17110004,53,53073,NWIS,2021-05-17,nitrate,surface_water,NULL,Water,Surface Water,0,8.6300000000000008,8.6300000000000008,mg/L as N,NULL,NULL
NWIS-121255982,USGS-12211390,"KAMM CREEK AT KAMM ROAD NEAR LYNDEN, WA",48.956505870000001,-122.4023826,17110004,53,53073,NWIS,2021-05-25,nitrate,surface_water,NULL,Water,Surface Water,0,8.4299999999999997,8.4299999999999997,mg/L as N,NULL,NULL
NWIS-121095206,USGS-12211390,"KAMM CREEK AT KAMM ROAD NEAR LYNDEN, WA",48.956505870000001,-122.4023826,17110004,53,53073,NWIS,2021-04-16,nitrate,surface_water,NULL,Water,Surface Water,0,8.9199999999999999,8.9199999999999999,mg/L as N,NULL,NULL
NWIS-121255850,USGS-12211390,"KAMM CREEK AT KAMM ROAD NEAR LYNDEN, WA",48.956505870000001,-122.4023826,17110004,53,53073,NWIS,2021-04-05,nitrate,surface_water,NULL,Water,Surface Water,0,8.5299999999999994,8.5299999999999994,mg/L as N,NULL,NULL
NWIS-120380018,USGS-12211390,"KAMM CREEK AT KAMM ROAD NEAR LYNDEN, WA",48.956505870000001,-122.4023826,17110004,53,53073,NWIS,2021-01-07,nitrate,surface_water,NULL,Water,Surface Water,0,7.4699999999999998,7.4699999999999998,mg/L as N,NULL,NULL
NWIS-120191386,USGS-12211390,"KAMM CREEK AT KAMM ROAD NEAR LYNDEN, WA",48.956505870000001,-122.4023826,17110004,53,53073,NWIS,2020-12-07,nitrate,surface_water,NULL,Water,Surface Water,0,9.4299999999999997,9.4299999999999997,mg/L as N,NULL,NULL
NWIS-119990438,USGS-12211390,"KAMM CREEK AT KAMM ROAD NEAR LYNDEN, WA",48.956505870000001,-122.4023826,17110004,53,53073,NWIS,2020-05-12,nitrate,surface_water,NULL,Water,Surface Water,0,8.5999999999999996,8.5999999999999996,mg/L as N,NULL,NULL
NWIS-120003891,USGS-12211390,"KAMM CREEK AT KAMM ROAD NEAR LYNDEN, WA",48.956505870000001,-122.4023826,17110004,53,53073,NWIS,2020-06-09,nitrate,surface_water,NULL,Water,Surface Water,0,0.84999999999999998,0.84999999999999998,mg/L as N,NULL,NULL
NWIS-120003906,USGS-12211390,"KAMM CREEK AT KAMM ROAD NEAR LYNDEN, WA",48.956505870000001,-122.4023826,17110004,53,53073,NWIS,2020-06-23,nitrate,surface_water,NULL,Water,Surface Water,0,9.0399999999999991,9.0399999999999991,mg/L as N,NULL,NULL
NWIS-120003921,USGS-12211390,"KAMM CREEK AT KAMM ROAD NEAR LYNDEN, WA",48.956505870000001,-122.4023826,17110004,53,53073,NWIS,2020-07-09,nitrate,surface_water,NULL,Water,Surface Water,0,8.1899999999999995,8.1899999999999995,mg/L as N,NULL,NULL
NWIS-119968496,USGS-12211390,"KAMM CREEK AT KAMM ROAD NEAR LYNDEN, WA",48.956505870000001,-122.4023826,17110004,53,53073,NWIS,2020-05-04,nitrate,surface_water,NULL,Water,Surface Water,0,8.5800000000000001,8.5800000000000001,mg/L as N,NULL,NULL
