OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601405,Sample-Routine,Water,Surface Water,2016-07-25,08:20:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-12505450,,MM-48400A,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81 with Teflon cap and nozzle,NWIS-105314590,,,Orthophosphate,Dissolved,0.202,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-08-02,sample was diluted,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01700339,Sample-Routine,Water,Groundwater,2016-12-07,09:30:00,PST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Washington Water Science Center,USGS-471119122283101,,L-3430094 Numerical result and (or) metadata revised; see NWQL Technical Memorandum 2022.01,,Not applicable,Not applicable,,,8040,USGS parameter code 82398,Spigot,,None,NWIS-106358854,,,Orthophosphate,Dissolved,0.273,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01700339,Sample-Routine,Water,Groundwater,2016-12-07,09:30:00,PST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Washington Water Science Center,USGS-471119122283101,,L-3430094 Numerical result and (or) metadata revised; see NWQL Technical Memorandum 2022.01,,Not applicable,Not applicable,,,8040,USGS parameter code 82398,Spigot,,None,NWIS-106358855,,,Orthophosphate,Dissolved,0.089,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-12-13,,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01700319,Sample-Routine,Water,Groundwater,2016-11-22,10:00:00,PST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Washington Water Science Center,USGS-471424123193501,,L-3280024 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,8040,USGS parameter code 82398,Spigot,,None,NWIS-106306398,,,Orthophosphate,Dissolved,0.075,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01700319,Sample-Routine,Water,Groundwater,2016-11-22,10:00:00,PST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Washington Water Science Center,USGS-471424123193501,,L-3280024 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,8040,USGS parameter code 82398,Spigot,,None,NWIS-106306399,,,Orthophosphate,Dissolved,0.025,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-11-29,,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01700338,Sample-Routine,Water,Groundwater,2016-12-07,12:30:00,PST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Washington Water Science Center,USGS-470243122585501,,L-3430093 Numerical result and (or) metadata revised; see NWQL Technical Memorandum 2022.01,,Not applicable,Not applicable,,,8040,USGS parameter code 82398,Spigot,,None,NWIS-106358593,,,Orthophosphate,Dissolved,0.087,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01700338,Sample-Routine,Water,Groundwater,2016-12-07,12:30:00,PST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Washington Water Science Center,USGS-470243122585501,,L-3430093 Numerical result and (or) metadata revised; see NWQL Technical Memorandum 2022.01,,Not applicable,Not applicable,,,8040,USGS parameter code 82398,Spigot,,None,NWIS-106358594,,,Orthophosphate,Dissolved,0.028,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-12-13,,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01700215,Sample-Routine,Water,Groundwater,2016-11-16,09:00:00,PST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Washington Water Science Center,USGS-485412122304001,,L-3220174 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,8040,USGS parameter code 82398,Spigot,,None,NWIS-106272920,,,Orthophosphate,Dissolved,0.066,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01700215,Sample-Routine,Water,Groundwater,2016-11-16,09:00:00,PST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Washington Water Science Center,USGS-485412122304001,,L-3220174 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,8040,USGS parameter code 82398,Spigot,,None,NWIS-106272921,,,Orthophosphate,Dissolved,0.022,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-11-25,,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601253,Sample-Routine,Water,Surface Water,2016-04-19,08:20:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-12505450,,MM-46450A,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81 with Teflon cap and nozzle,NWIS-103730504,,,Orthophosphate,Dissolved,0.286,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601253,Sample-Routine,Water,Surface Water,2016-04-19,08:20:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-12505450,,MM-46450A,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81 with Teflon cap and nozzle,NWIS-103730507,,,Orthophosphate,Dissolved,0.093,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-04-22,,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01700206,Sample-Routine,Water,Groundwater,2016-10-27,15:30:00,PDT,,,,,0.8,feet,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-475004117453001,,,,Not applicable,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-106246270,,,Orthophosphate,Dissolved,0.184,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01700206,Sample-Routine,Water,Groundwater,2016-10-27,15:30:00,PDT,,,,,0.8,feet,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-475004117453001,,,,Not applicable,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-106246271,,,Orthophosphate,Dissolved,0.060,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-11-09,,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01700204,Sample-Routine,Water,Groundwater,2016-10-27,14:30:00,PDT,,,,,0.8,feet,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-475004117453001,,,,Not applicable,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-108945097,,,Orthophosphate,Dissolved,0.143,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01700204,Sample-Routine,Water,Groundwater,2016-10-27,14:30:00,PDT,,,,,0.8,feet,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-475004117453001,,,,Not applicable,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-108945098,,,Orthophosphate,Dissolved,0.047,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-11-09,,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601430,Sample-Routine,Water,Groundwater,2016-08-04,08:00:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Washington Water Science Center,USGS-464844117523101,,L-2388703 Samples were received chilled at the WHOI lab.  Added user code WA. 8/18/2016 mec,,Not applicable,Not applicable,,,8040,USGS parameter code 82398,Spigot,,None,NWIS-105397301,,,Orthophosphate,Dissolved,0.127,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601430,Sample-Routine,Water,Groundwater,2016-08-04,08:00:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,USGS - Washington Water Science Center,USGS-464844117523101,,L-2388703 Samples were received chilled at the WHOI lab.  Added user code WA. 8/18/2016 mec,,Not applicable,Not applicable,,,8040,USGS parameter code 82398,Spigot,,None,NWIS-105397302,,,Orthophosphate,Dissolved,0.041,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-08-11,,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601255,Sample-Routine,Water,Surface Water,2016-04-27,13:10:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-12056500,,,,"Stable, normal stage",Not applicable,,,40,USGS parameter code 82398,Multiple verticals,,US DH-95 plastic bottle,NWIS-103778302,Not Detected,,Orthophosphate,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,Historical Lower Reporting Limit,0.012,mg/l asPO4,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601255,Sample-Routine,Water,Surface Water,2016-04-27,13:10:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-12056500,,,,"Stable, normal stage",Not applicable,,,40,USGS parameter code 82398,Multiple verticals,,US DH-95 plastic bottle,NWIS-103778303,Not Detected,,Orthophosphate,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-04-29,,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601265,Sample-Routine,Water,Surface Water,2016-06-07,07:50:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-12505450,,MM-48393A,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81 with Teflon cap and nozzle,NWIS-104751056,,,Orthophosphate,Dissolved,0.587,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601265,Sample-Routine,Water,Surface Water,2016-06-07,07:50:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-12505450,,MM-48393A,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81 with Teflon cap and nozzle,NWIS-104751059,,,Orthophosphate,Dissolved,0.191,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-06-09,,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601631,Sample-Routine,Water,Surface Water,2016-09-26,08:00:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-12505450,,MM-49212A,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81 with Teflon cap and nozzle,NWIS-105927071,,,Orthophosphate,Dissolved,0.407,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601631,Sample-Routine,Water,Surface Water,2016-09-26,08:00:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-12505450,,MM-49212A,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81 with Teflon cap and nozzle,NWIS-105927074,,,Orthophosphate,Dissolved,0.133,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-10-11,,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601446,Quality Control Sample-Field Replicate,Water,Surface Water,2016-08-02,12:00:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-12447390,,,,"Stable, high stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-105439412,Not Detected,,Orthophosphate,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,Historical Lower Reporting Limit,0.012,mg/l asPO4,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01601446,Quality Control Sample-Field Replicate,Water,Surface Water,2016-08-02,12:00:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-12447390,,,,"Stable, high stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-105439413,Not Detected,,Orthophosphate,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-08-12,,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01700296,Sample-Routine,Water,Groundwater,2016-11-09,10:45:00,PST,,,,,2.4,feet,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-475252117393201,,L-3210029 Changed Station ID to current per R. Huffman. JPC 11/30/16,,Not applicable,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-106300164,,,Orthophosphate,Dissolved,0.584,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01700296,Sample-Routine,Water,Groundwater,2016-11-09,10:45:00,PST,,,,,2.4,feet,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-475252117393201,,L-3210029 Changed Station ID to current per R. Huffman. JPC 11/30/16,,Not applicable,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-106300165,,,Orthophosphate,Dissolved,0.190,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-11-21,,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01700971,Sample-Routine,Water,Groundwater,2017-03-02,15:20:00,PST,,,,,3.2,feet,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-475004117453001,,,,Not applicable,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-106954481,,,Orthophosphate,Dissolved,0.269,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01700971,Sample-Routine,Water,Groundwater,2017-03-02,15:20:00,PST,,,,,3.2,feet,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-475004117453001,,,,Not applicable,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-106954482,,,Orthophosphate,Dissolved,0.088,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2017-03-09,,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01701791,Sample-Routine,Water,Surface Water,2017-08-10,07:40:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-12505450,,MM-52867A,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81 with Teflon cap and nozzle,NWIS-108464780,,,Orthophosphate,Dissolved,0.800,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01701791,Sample-Routine,Water,Surface Water,2017-08-10,07:40:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-12505450,,MM-52867A,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81 with Teflon cap and nozzle,NWIS-108464783,,,Orthophosphate,Dissolved,0.261,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2017-08-21,sample was diluted,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01800442,Sample-Routine,Water,Surface Water,2017-12-06,14:35:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-475004117453000,,L-3470112 FED EX LATE DELIVERY   Improper sample container; FU 125mL brown poly   Date =12/7/17,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-109343466,,,Orthophosphate,Dissolved,0.031,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01800442,Sample-Routine,Water,Surface Water,2017-12-06,14:35:00,PST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-475004117453000,,L-3470112 FED EX LATE DELIVERY   Improper sample container; FU 125mL brown poly   Date =12/7/17,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-109343467,,,Orthophosphate,Dissolved,0.010,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2017-12-18,,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01701764,Sample-Routine,Water,Surface Water,2017-07-24,11:40:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-12510500,,,,"Stable, low stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-95 Teflon bottle,NWIS-108409039,,,Orthophosphate,Dissolved,0.220,mg/l asPO4,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01701764,Sample-Routine,Water,Surface Water,2017-07-24,11:40:00,PDT,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-12510500,,,,"Stable, low stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-95 Teflon bottle,NWIS-108409042,,,Orthophosphate,Dissolved,0.072,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00671,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2017-08-04,,,Detection limit by DQCALC,0.004,mg/l as P,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01800187,Sample-Routine,Water,Surface Water,2017-11-08,13:10:00,PST,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),,U.S. Geological Survey-Water Resources Discipline,USGS-12056500,,"L-3130159 Medium code and sample type is missing in mandatory field, JNV  Added medium code WS and sample type 9 per Peterson. 11/14/2017 mec",,"Stable, low stage",Not applicable,,,40,USGS parameter code 82398,Multiple verticals,,US DH-95 plastic bottle,NWIS-109136530,Not Detected,,Orthophosphate,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,00660,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,Historical Lower Reporting Limit,0.012,mg/l asPO4,,,NWIS
