OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-WA,USGS Washington Water Science Center,USGS-462323120030001,10N/22E-03B02,Well,,17030003,,,,,46.38902778000000,-120.0511944000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1003,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,19921124,120,ft,125,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462324120133801,11N/21E-32N01,Well,,17030003,,,,,46.39002778000000,-120.2270833000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,839,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20040415,199,ft,199,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462329117042701,11N/46E-32E01,Well,,17060103,,,,,46.39127148000000,-117.0751586000000,24000,5,seconds,Interpolated from MAP.,NAD83,1183,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,003,,,Grande Ronde Basalt Formation,,19770204,1340,ft,1340,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462338120122201,11N/21E-33M01,Well,,17030003,,,,,46.39386110000000,-120.2060833000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,876,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20040629,354,ft,357,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462408120145701,11N/21E-31D01,Well,,17030003,,,,,46.40211110000000,-120.2490833000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,887,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462411120121401,11N/21E-33C02,Well,,17030003,,,,,46.40302778000000,-120.2039444000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,904,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20100420,158,ft,163,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462435120134401,11N/21E-29M05,Well,,17030003,,,,,46.40983330000000,-120.2289167000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,923,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20130218,198,ft,202,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462437120154601,11N/20E-25L01,Well,,17030003,,,,,46.41016667000000,-120.2626389000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,856,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20030421,165,ft,165,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462443120143601,11N/21E-30F03,Well,,17030003,,,,,46.41169440000000,-120.2443889000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,930,feet,10,feet,Interpolated from topographic map.,NGVD29,US,53,077,,,,,19941223,220,ft,220,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462453120112301,11N/21E-28H01,Well,,17030003,,,,,46.41472220000000,-120.1898056000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1043,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20030422,281,ft,281,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462504120100301,11N/21E-27A01,Well,,17030003,,,,,46.41769440000000,-120.1676110000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1135,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20010914,376,ft,395,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462508120133301,11N/21E-20N01,Well,,17030003,,,,,46.41897220000000,-120.2257500000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1044,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,19940617,795,ft,795,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462508120160301,11N/20E-24N01,Well,,17030003,,,,,46.41886110000000,-120.2673889000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,884,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,19960216,140,ft,140,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462508120164301,11N/20E-23Q02,Well,,17030003,,,,,46.41886110000000,-120.2787222000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,854,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20160810,138,ft,163,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462509120123201,11N/21E-21N01,Well,,17030003,,,,,46.41916667000000,-120.2089444000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1047,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20040908,208,ft,220,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462511120175701,11N/20E-22Q01,Well,,17030003,,,,,46.41983330000000,-120.2991667000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,828,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20060829,125,ft,125,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462515120123101,11N/21E-21N02,Well,,17030003,,,,,46.42072220000000,-120.2085000000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1066,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20120201,281,ft,290,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462519120155601,11N/20E-24P03,Well,,17030003,,,,,46.42186110000000,-120.2654722000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,890,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20020610,152,ft,152,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462523120135001,11N/21E-19J01,Well,,17030003,,,,,46.42297220000000,-120.2304167000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1002,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,19010101,260,ft,260,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462528120151101,11N/20E-24J03,Well,,17030003,,,,,46.42450000000000,-120.2529444000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,949,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,19950316,238,ft,240,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462534120162001,11N/20E-24E02,Well,,17030003,,,,,46.42600000000000,-120.2721389000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,882,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20100216,210,ft,210,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462549120192801,11N/20E-21B02,Well,,17030003,,,,,46.43033330000000,-120.3243056000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,794,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20031203,67,ft,67,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462616120173101,11N/20E-14M03,Well,,17030003,,,,,46.43766667000000,-120.2920278000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,928,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20000208,145,ft,145,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462624120150901,11N/20E-13J01,Well,,17030003,,,,,46.44002778000000,-120.2524167000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1011,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20140104,170,ft,170,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462637120142301,11N/21E-18G01,Well,,17030003,,,,,46.44372220000000,-120.2396944000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1124,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,19960119,325,ft,325,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462640120180901,11N/20E-15B02,Well,,17030003,,,,,46.44452778000000,-120.3025833000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,928,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20020218,195,ft,195,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462651120162101,11N/20E-11R01,Well,,17030003,,,,,46.44758330000000,-120.2724722000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1075,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,19951030,280,ft,280,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462653120155901,11N/20E-12P02,Well,,17030003,,,,,46.44802778000000,-120.2664722000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1140,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20091020,382,ft,382,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462653120182401,11N/20E-10P01,Well,,17030003,,,,,46.44791667000000,-120.3066389000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,973,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20050614,250,ft,250,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462705120193501,11N/20E-09L02,Well,,17030003,,,,,46.45130556000000,-120.3264722000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,931,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20060619,162,ft,162,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462725120212501,11N/20E-07H03,Well,,17030003,,,,,46.45597220000000,-120.3576110000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,868,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,Unclassified Overburden,,19900911,60,ft,62,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462730120204701,11N/20E-08F01,Well,,17030003,,,,,46.45786110000000,-120.3467778000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,922,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,19950311,190,ft,190,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462738120195301,11N/20E-09D02,Well,,17030003,,,,,46.46050000000000,-120.3314722000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,947,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20070608,160,ft,160,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462742120182701,11N/20E-10C02,Well,,17030003,,,,,46.46180556000000,-120.3075278000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1207,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,,340,ft,340,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462744120191001,11N/20E-04Q03D1,Well,,17030003,,,,,46.46233330000000,-120.3195278000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1031,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,19810101,443,ft,445,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462744120221201,11N/20E-07C01,Well,,17030003,,,,,46.46230556000000,-120.3701110000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,854,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,19970128,60,ft,60,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462745120135701,11N/21E-06R01D1,Well,,17030003,,,,,46.46244440000000,-120.2325556000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1241,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,19010101,663,ft,663,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462815117350201,11N/42E-05C01   PAS13,Well,,17060107,,,,,46.47083330000000,-117.5847222000000,24000,3,seconds,Interpolated from Digital MAP.,NAD83,1891,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,023,Columbia Plateau basaltic-rock aquifers,,Grande Ronde Basalt Formation,,19420101,347,ft,347,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462828120222901,11N/20E-06D01,Well,,17030003,,,,,46.47430556000000,-120.3746110000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,879,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20090901,183,ft,183,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462833117360701,12N/42E-31L01   PAS14,Well,,17060107,,,,,46.47527778000000,-117.6013889000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1892,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,023,Columbia Plateau basaltic-rock aquifers,,Grande Ronde Basalt Formation,,19550125,997,ft,997,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462915120245201,12N/19E-35E01,Well,,17030003,,,,,46.48744440000000,-120.4144722000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,882,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,19960905,141,ft,141,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462922120214101,12N/20E-31B02,Well,,17030003,,,,,46.49083330000000,-120.3578889000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1060,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,19910408,402,ft,402,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462928120234201,12N/19E-36D01,Well,,17030003,,,,,46.49125000000000,-120.3950000000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1091,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20070924,405,ft,405,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-462936120253601,12N/19E-27Q01,Well,,17030003,,,,,46.49325000000000,-120.4267222000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,902,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,077,,,,,20051219,120,ft,120,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-463435120325101,13N/18E-35D04 SWQA3,Well,,17030003,,,,,46.57804300000000,-120.5512051000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1110,feet,10,feet,Interpolated from topographic map.,NGVD29,US,53,077,Columbia Plateau basin-fill aquifers,,Unclassified Overburden,,19910102,1171,ft,1171,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-464016119543901,14N/23E-26M01   PAS07,Well,,17020016,,,,,46.67182220000000,-119.9159417000000,24000,5,seconds,Interpolated from Digital MAP.,NAD83,533,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,025,Columbia Plateau basin-fill aquifers,,Pasco Gravels,,19751125,91,ft,93,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-464517119100301,15N/29E-27P02   MW-SU-102,Well,,17020016,,,,,46.75458469000000,-119.1686237000000,,10,seconds,Interpolated from MAP.,NAD83,931,feet,100,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,001,,,,,19760123,280,ft,280,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-464528122061501,15N/06E-30E01   SU-022,Well,,17110015,,,,,46.75580278000000,-122.0992750000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1450,feet,20,feet,Interpolated from topographic map.,NGVD29,US,53,053,Puget Sound aquifer system,,Unclassified Overburden,,19921116,78,ft,78,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-464844117523101,15N/39E-02Q01   SU13,Well,,17060108,,,,,46.81299720000000,-117.8756250000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1557.94,feet,45,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,075,Columbia Plateau basaltic-rock aquifers,,Columbia River Basalt Group,Unconfined single aquifer,19390207,273,ft,273,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-465120122352201,16N/02E-20N01   SU-011,Well,,17110016,,,,,46.85318889000000,-122.5809278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,430,feet,05,feet,Interpolated from topographic map.,NGVD29,US,53,067,Puget Sound aquifer system,,Unclassified Overburden,,19921116,58,ft,58,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-465152118383801,13N/31E-01E01   SU022,Well,,17020016,,,,,46.64372220000000,-118.8738056000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,860,feet,10,feet,Interpolated from topographic map.,NGVD29,US,53,021,Columbia Plateau basaltic-rock aquifers,,Grande Ronde Basalt Formation,Unconfined single aquifer,19771013,1325,ft,1325,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-465532122232001,17N/03E-28N04   SU-12A,Well,,17110015,,,,,46.92421110000000,-122.4401917000000,,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,480,feet,10,feet,Interpolated from topographic map.,NGVD29,US,53,053,Puget Sound aquifer system,,Glacio-Fluviatile,,,78,ft,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-465543119081921,17N/29E-26Q01 PAS02,Well,,17020015,,,,,46.92847518000000,-119.1397350000000,,5,seconds,Interpolated from MAP.,NAD83,1129,feet,100,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,025,Columbia Plateau basaltic-rock aquifers,,,,19840412,335,ft,335,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-465913122314001,17N/02E-03J03,Well,,17110015,,,,,46.98592778000000,-122.5312028000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,360,feet,20,feet,Interpolated from topographic map.,NGVD29,US,53,053,Puget Sound aquifer system,,Glacio-Fluviatile,,19921125,100,ft,100,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-465927122492101,17N/01W-05H02   SU-001,Well,,17110016,,,,,46.99067220000000,-122.8240889000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,210,feet,10,feet,Interpolated from topographic map.,NGVD29,US,53,067,Puget Sound aquifer system,,Unclassified Overburden,,19880730,68,ft,68,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-465954120320701,17N/18E-01D02  PAS21,Well,,17030001,,,,,46.99847220000000,-120.5351944000000,24000,5,seconds,Interpolated from Digital MAP.,NAD83,1570,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,037,Columbia Plateau basin-fill aquifers,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-470105117084422,18N/45E-33D22   PAS30,Well,,17060108,,,,,47.01794879000000,-117.1465634000000,,5,seconds,Interpolated from MAP.,NAD83,2578,feet,100,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,075,Columbia Plateau basaltic-rock aquifers,,,,19890420,315,ft,315,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-470243122585501,18N/02W-18L04 SWQA02,Well,,17110019,,,,,47.04315187000000,-122.9870882000000,,3,seconds,Interpolated from MAP.,NAD83,29,feet,45,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,067,Puget Sound aquifer system,,Unclassified Overburden,,19930827,170.58,ft,183,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-470345122100701,18N/05E-09H04   SU-021,Well,,17110014,,,,,47.06086667000000,-122.1710556000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,720,feet,20,feet,Interpolated from topographic map.,NGVD29,US,53,053,Puget Sound aquifer system,,Glacio-Fluviatile,,19930601,40,ft,40,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-470351120394801,18N/17E-12M01 PAS23,Well,,17030001,,,,,47.06420556000000,-120.6634222000000,,.5,seconds,Differentially corrected Global Positioning System.,NAD83,1625,feet,100,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,037,Columbia Plateau basin-fill aquifers,,,,19860428,720,ft,720,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-470414122513901,18N/01W-06N02   MW-SU-002,Well,,17110019,,,,,47.07269720000000,-122.8638278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,14,feet,10,feet,Interpolated from topographic map.,NGVD29,US,53,067,Puget Sound aquifer system,,Glacio-Fluviatile,Unconfined single aquifer,19930524,72,ft,75,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-470430119334801,18N/26E-04Q01 PN90,Well,,17020015,,,,,47.07632500000000,-119.5667194000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1160,feet,15,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,025,Columbia Plateau basin-fill aquifers,,Glacio-Fluviatile,Unconfined single aquifer,19940609,54,ft,56,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-470619123271701,19N/06W-29G01,Well,,17100104,,,,,47.10522220000000,-123.4546389000000,,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,227,feet,21,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,045,Other aquifers,,,,20031117,180,ft,180,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-470639122262101,19N/03E-27D01   SU-13,Well,,17110019,,,,,47.10986667000000,-122.4185250000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,360,feet,10,feet,Interpolated from topographic map.,NGVD29,US,53,053,Puget Sound aquifer system,,Glacio-Fluviatile,,19750815,40,ft,40,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-470655120465301,19N/16E-25C02   PAS05,Well,,17030001,,,,,47.11497230000000,-120.7835525000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2240,feet,20,feet,Interpolated from topographic map.,NGVD29,US,53,037,Columbia Plateau basaltic-rock aquifers,,Grande Ronde Basalt Formation,,19690601,500,ft,500,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-470727119113401,19N/29E-21E01  PAS03,Well,,17020015,,,,,47.12402778000000,-119.1938889000000,,5,seconds,Interpolated from MAP.,NAD83,1210,feet,15,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,025,Columbia Plateau basaltic-rock aquifers,,,,19940104,1240,ft,1240,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-470803119480001,19N/24E-15Q02 PN37R,Well,,17020015,,,,,47.13408330000000,-119.8002222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1229,feet,15,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,025,Columbia Plateau basin-fill aquifers,,Glacio-Fluviatile,,20020518,21.0,ft,23.0,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-470807118225201,19N/35E-14N01   MW-SU-030,Well,,17020015,,,,,47.13515000000000,-118.3821976000000,24000,5,seconds,Interpolated from MAP.,NAD83,1979,feet,1,feet,Level or other surveyed method.,NGVD29,US,53,001,Columbia Plateau basaltic-rock aquifers,,Columbia River Basalt Group,Unconfined multiple aquifer,19580404,789,ft,789,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-470915119182601,19N/28E-09G02 PAS18,Well,,17020015,,,,,47.15404720000000,-119.3071917000000,24000,5,seconds,Interpolated from Digital MAP.,NAD83,1175,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,025,Columbia Plateau basin-fill aquifers,,,,20020819,743,ft,743,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-471119122283101,20N/03E-30L14,Well,,17110019,,,,,47.18843200000000,-122.4765126000000,24000,1,seconds,Interpolated from MAP.,NAD83,261,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,053,Puget Sound aquifer system,,,,19891103,112,ft,131,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-471120119485901,20N/24E-33B03 PN33R,Well,,17020015,,,,,47.18888889000000,-119.8162778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1246,feet,15,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,025,Columbia Plateau basin-fill aquifers,,Glacio-Fluviatile,,20020517,21.5,ft,23.5,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-471129122514801,20N/01W-30M02,Well,,17110019,,,,,47.19050000000000,-122.8643610000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,262,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,045,Puget Sound aquifer system,,,,19770711,309,ft,309,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-471213117544901,20N/39E-28F02  PAS22,Well,,17060109,,,,,47.20369440000000,-117.9135833000000,24000,5,seconds,Interpolated from Digital MAP.,NAD83,1984,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,075,Columbia Plateau basaltic-rock aquifers,,,,20050719,285,ft,600,ft,NWIS
